rhui-5-mrg-g-2.0-srpms-5Server-x86_64,Red Hat Enterprise Linux 5 Update Infrastructure MRG 2.0 (SRPMS) (5Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/5/5Server/x86_64/mrg-g/2.0/source/SRPMS
rhel-server-6-jbews-6Server-x86_64,Red Hat Enterprise Linux Server 6 JBoss EWS (RPMs) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/jbews/1/os
rhui-6-resilientstorage-6Server-x86_64,Red Hat Enterprise Linux 6 Update Infrastructure Resilient Storage (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/resilientstorage/os
rhs-2-for-rhui-server-debug-x86_64,Red Hat Storage 2.0 (debug) for RHUI (x86_64),https://cdn.redhat.com/content/dist/rhs/rhui/server/2.0/x86_64/debug
rhs-2-for-rhui-server-rpms-x86_64,Red Hat Storage 2.0 (RPMs) for RHUI (x86_64),https://cdn.redhat.com/content/dist/rhs/rhui/server/2.0/x86_64/os
jbeap-6-rhui-rhel-6-srpms-6Server-x86_64,JBoss EAP 6 for RHUI RHEL 6 (source) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/jbeap/6/source/SRPMS
rhel-server-6-srpms-6Server-x86_64,Red Hat Enterprise Linux Server 6 (SRPMS) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/source/SRPMS
rhel-server-6-jbews-2-6Server-i386,Red Hat Enterprise Linux Server 6 JBoss EWS 2 (RPMs) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/jbews/2/os
rhel-6.4-scalefs-rhui-server-for-rhs-2.1-source-rpms-x86_64,Red Hat Enterprise Linux 6.4 Scalable File System for RHS 2.1 (Source RPMs) from RHUI (x86_64),https://cdn.redhat.com//content/dist/rhs/rhui/server/2.1/x86_64/rhel/6.4/scalablefilesystem/source/SRPMS
rhel-6.4-scalefs-rhui-server-for-rhs-2.1-rpms-x86_64,Red Hat Enterprise Linux 6.4 Scalable File System for RHS 2.1 (RPMs) from RHUI (x86_64),https://cdn.redhat.com//content/dist/rhs/rhui/server/2.1/x86_64/rhel/6.4/scalablefilesystem/os
rhs-2.1-for-rhel-6-rhui-server-rpms-x86_64,Red Hat Storage Server 2.1 for Public Cloud (RPMs) from RHUI (x86_64),https://cdn.redhat.com//content/dist/rhs/rhui/server/2.1/x86_64/os
rhel-6.4--rhui-server-rhs-2.1-source-rpms-x86_64,Red Hat Enterprise Linux 6.4 Server for RHS 2.1 (Source RPMs) from RHUI (x86_64),https://cdn.redhat.com//content/dist/rhs/rhui/server/2.1/x86_64/rhel/6.4/source/SRPMS
